title,tags,link,label
dividendos as <NUM> acoes preferidas <NUM> analistas,"['Carteira Recomendada', 'Comprar ou vender?', 'Dividendos', 'Vale']",https://www.moneytimes.com.br/dividendos-as-10-acoes-preferidas-por-11-analistas/,1
itau jhsf banco brasil confira agenda resultados desta semana,"['Alper (APER3)', 'balanços trimestrais', 'Bolsa de Valores de São Paulo (B3)', 'Braskem (BRKM3/BRKM5/BRKM6)', 'Itaú Unibanco (ITUB3/ITUB4)', 'JHSF (JHSF3)', 'Klabin (KLBN11/KLBN3/KLBN4)', 'M.Dias Branco (MDIA3)']",https://www.suno.com.br/noticias/itau-jhsf-banco-do-brasil-agenda-resultados-03112020/,2
destaques empresas petrobras petr4 jbs jbss3 hering hgtx3 arezzo arzz3,"['Arezzo (ARZZ3)', 'Cia Hering (HGTX3)', 'destaques de empresas', 'JBS (JBSS3)', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/destaques-de-empresas-petrobras-petr4-jbs-jbss3-hering-hgtx3-arezzo-arzz3/,0
itau unibanco itub4 vai pagar proventos comeco marco,"['Bancos', 'Dividendos', 'Empresas', 'Itaú Unibanco', 'JCP']",https://www.moneytimes.com.br/itau-unibanco-itub4-vai-pagar-proventos-veja-como-receber-o-dinheiro/,2
petrobras petr4 elege novo conselho maior participacao minoritarios,"['Ações', 'Adriano Pires', 'Combustíveis', 'Empresas', 'General Silva e Luna', 'Governo Federal', 'Invasão da Ucrânia', 'Itaú BBA', 'Jair Bolsonaro', 'Ministério de Minas e Energia', 'Petrobras', 'Petróleo']",https://www.moneytimes.com.br/petrobras-petr4-elege-novo-conselho-com-maior-participacao-de-minoritarios/,0
kroton faz parceria itau startups educacao,"['Educação', 'Empresas', 'Itaú Unibanco', 'Kroton']",https://www.moneytimes.com.br/kroton-faz-parceria-com-itau-para-startups-de-educacao/,2
com producao junho campo atapu vira <NUM> maior produtor pais,"['Agência Brasil', 'Commodities', 'Empresas', 'Petrobras', 'Petróleo', 'Pré-Sal']",https://www.moneytimes.com.br/com-producao-de-junho-campo-de-atapu-vira-6o-maior-produtor-do-pais/,0
petrobras demite gerente executivo rh claudio costa,"['Empresas', 'Indústria', 'Petrobras', 'Petróleo', 'Reuters']",https://www.moneytimes.com.br/petrobras-demite-gerente-executivo-de-rh-claudio-costa/,0
vale vale3 nenhuma barragem estara condicao critica <NUM>,['Vale (VALE3)'],https://www.suno.com.br/noticias/vale-vale3-nenhuma-barragem-estara-em-condicao-critica-ate-2025/,1
itausa lucro liquido sobe <NUM> cento alcanca <NUM> bilhoes,"['Itaú Unibanco (ITUB3/ITUB4)', 'Itaúsa (ITSA3/ITSA4)']",https://www.suno.com.br/noticias/itausa-lucro-liquido-sobe-em-2018/,2
petroleo desaba tira forca etanol ameaca preco cana acucar cai,"['Açúcar', 'Agronegócio', 'Cana-de-Açúcar', 'Etanol', 'Petrobras', 'Petróleo']",https://www.moneytimes.com.br/petroleo-desaba-tira-forca-do-etanol-e-ameaca-preco-da-cana-acucar-tambem-cai/,0
marink martins quando derivativos deixam sintoma passam causa,"['Comprar ou vender?', 'Inversa', 'Marink Martins', 'Opinião', 'Petrobras']",https://www.moneytimes.com.br/marink-martins-quando-os-derivativos-deixam-de-ser-sintoma-e-passam-a-ser-causa/,0
a gasolina vai continuar subindo <NUM>,"['Combustíveis', 'Consumo', 'Economia', 'Empresas', 'Gasolina', 'Inflação', 'Jair Bolsonaro', 'Petrobras', 'Planner']",https://www.moneytimes.com.br/a-gasolina-vai-continuar-subindo-em-2022/,0
turbulencia ainda abala conviccao acoes petrobras,"['Ações', 'Bloomberg', 'Economia', 'Empresas', 'Mercados', 'Petrobras', 'Política']",https://www.moneytimes.com.br/turbulencia-ainda-nao-abala-conviccao-em-acoes-da-petrobras/,0
petroleo queda traz possivel tregua ceo petrobras petr4,"['Ações', 'Bloomberg', 'Combustíveis', 'Empresas', 'Guerra', 'Invasão da Ucrânia', 'Jair Bolsonaro', 'Joaquim Silva e Luna', 'Mercados', 'Petrobras', 'Petróleo']",https://www.moneytimes.com.br/petroleo-em-queda-traz-possivel-tregua-a-ceo-da-petrobras-petr4/,0
mesquita itau itub4 ve inflacao <NUM> cento <NUM> cenario problematico,"['Agências', 'inflação', 'IPCA', 'Itaú Unibanco (ITUB3/ITUB4)', 'Mário Mesquita', 'Taxa Selic']",https://www.suno.com.br/noticias/mesquita-itau-itub4-inflacao-2021-ipca/,2
itau realiza pagamento proventos dia <NUM> acoes entram ex sexta,"['Bancos', 'Bolsa', 'Dividendos', 'Itaú Unibanco', 'Resultados']",https://www.moneytimes.com.br/itau-realiza-pagamento-de-proventos-no-dia-7-acoes-entram-em-ex-na-sexta-feira/,2
ubs corta vale venda perspectiva excedente minerio ferro,"['Aço', 'Ações', 'China', 'Commodities', 'Comprar ou vender?', 'Empresas', 'Mineração', 'Minério de ferro', 'Reuters', 'UBS', 'Vale']",https://www.moneytimes.com.br/ubs-corta-vale-para-venda-com-perspectiva-de-excedente-de-minerio-de-ferro/,1
agenda dia vale braskem azul sulamerica embraer,"['agenda do dia', 'Azul', 'AZUL4', 'Braskem (BRKM3/BRKM5/BRKM6)', 'SulAmérica (SULA11/SULA3/SULA4)', 'Vale (VALE3)']",https://www.suno.com.br/noticias/agenda-do-dia-vale-braskem-azul-sulamerica-embraer/,1
bracher previdencia deve aprovada setembro economia tao boa como nunca vi,"['Arena do Pavini', 'Candido Bracher', 'Economia', 'Itaú Unibanco', 'Previdência', 'Reforma da Previdência']",https://www.moneytimes.com.br/bracher-previdencia-deve-ser-aprovada-ate-setembro-e-economia-esta-tao-boa-como-nunca-vi/,2
petrobras quer reduzir tempo descoberta inicio producao mil dias,"['Empresas', 'Petrobras', 'Petróleo']",https://www.moneytimes.com.br/petrobras-quer-reduzir-tempo-entre-descoberta-e-inicio-da-producao-para-mil-dias/,0
rio paraopeba niveis metais <NUM> vezes maior permitido,"['Brumadinho', 'Empresas', 'Meio Ambiente', 'Mineração', 'Vale']",https://www.moneytimes.com.br/rio-paraopeba-tem-niveis-de-metais-600-vezes-maior-que-o-permitido/,1
pagbank indica itau itub4 gerdau ggbr4 ativos proxima semana,"['Ações', 'American Airlines', 'Carteira Recomendada', 'Exxon Mobil', 'Gerdau', 'Ibovespa', 'Itaú Unibanco', 'PagBank']",https://www.moneytimes.com.br/pagbank-indica-itau-itub4-gerdau-ggbr4-e-mais-ativos-para-a-proxima-semana/,2
qual acao banco maior potencial itau bb bradesco santander banrisul itausa,"['Banco do Brasil', 'Banco Safra', 'Bancos', 'Banrisul', 'Bradesco', 'Comprar ou vender?', 'Itaú Unibanco', 'Itaúsa', 'Santander']",https://www.moneytimes.com.br/qual-e-a-acao-de-banco-com-maior-potencial-itau-bb-bradesco-santander-banrisul-ou-itausa/,2
petrobras petr4 doa <NUM> mi populacoes atingidas enchentes ba mg,['Petrobras (PETR4)'],https://www.suno.com.br/noticias/petrobras-petr4-doa-milhoes-enchentes-ba-mg/,0
grupo monitora abastecimento reune planalto,"['Economia', 'Petrobras']",https://www.moneytimes.com.br/grupo-que-monitora-abastecimento-se-reune-no-planalto/,0
itau itub4 pagara <NUM> bilhoes segunda aquisicao xp inc xpbr31,"['fusões e aquisições', 'Itaú Unibanco (ITUB3/ITUB4)', 'XP Investimentos']",https://www.suno.com.br/noticias/itau-itub4-segunda-aquisicao-xp-inc-xpbr31/,2
vale vale3 deve reportar lucro <NUM> centavos de dolar acao <NUM> tri indica previa,"['Ações', 'Empresas', 'Mercados', 'Refinitiv', 'Resultados', 'Reuters', 'Vale', 'Wall Street']",https://www.moneytimes.com.br/vale-vale3-deve-reportar-lucro-de-83-centavos-%e2%80%8bde-dolar-por-acao-no-4o-tri-indica-previa/,1
btg ve privatizacao petrobras vesperas eleicoes um sonho distante,"['BTG Pactual', 'Congresso', 'Eleições 2022', 'Empresas', 'Inflação', 'Jair Bolsonaro', 'Petrobras', 'Reuters', 'Rio de Janeiro', 'São Paulo']",https://www.moneytimes.com.br/btg-ve-privatizacao-da-petrobras-as-vesperas-das-eleicoes-como-um-sonho-distante/,0
petrobras mercado liga sinal alerta atrasos ajustes combustiveis,"['Ações', 'Combustíveis', 'Comprar ou vender?', 'Diesel', 'Eletrobras', 'Empresas', 'Gasolina', 'Jair Bolsonaro', 'Paulo Guedes', 'Petrobras', 'Política', 'Privatização', 'Wilson Ferreira Júnior', 'XP Investimentos']",https://www.moneytimes.com.br/petobras-mercado-liga-sinal-de-alerta-por-atrasos-em-ajustes-de-combustiveis/,0
presidente petrobras diz empresa atenta demandas sociedade acompanhe,"['Agência Câmara', 'Brasil', 'Câmara dos Deputados', 'Combustíveis', 'Empresas', 'Gasolina', 'General Silva e Luna', 'Impostos', 'Investimentos', 'Juros', 'Petrobras', 'Política']",https://www.moneytimes.com.br/__trashed-7/,0
urgente bonus assinatura cessao onerosa <NUM> bilhoes,"['Empresas', 'Paulo Guedes', 'Petrobras', 'Petróleo']",https://www.moneytimes.com.br/urgente-petrobras-ira-receber-r-1065-bilhoes-como-bonus-de-assinatura-da-cessao-onerosa/,0
cade autoriza compra xp investimentos banco itau,"['Bancos', 'Cade', 'Fusões & Aquisições', 'Itaú Unibanco', 'XP Investimentos']",https://www.moneytimes.com.br/cade-autoriza-compra-da-xp-investimentos-pelo-banco-itau/,2
