title,tags,link,label
Dividendos: As 10 ações preferidas por 11 analistas,"['Carteira Recomendada', 'Comprar ou vender?', 'Dividendos', 'Vale']",https://www.moneytimes.com.br/dividendos-as-10-acoes-preferidas-por-11-analistas/,1
"Itaú, JHSF e Banco do Brasil: confira a agenda de resultados desta semana","['Alper (APER3)', 'balanços trimestrais', 'Bolsa de Valores de São Paulo (B3)', 'Braskem (BRKM3/BRKM5/BRKM6)', 'Itaú Unibanco (ITUB3/ITUB4)', 'JHSF (JHSF3)', 'Klabin (KLBN11/KLBN3/KLBN4)', 'M.Dias Branco (MDIA3)']",https://www.suno.com.br/noticias/itau-jhsf-banco-do-brasil-agenda-resultados-03112020/,2
"Destaques de Empresas: Petrobras (PETR4), JBS (JBSS3), Hering (HGTX3) e Arezzo (ARZZ3)","['Arezzo (ARZZ3)', 'Cia Hering (HGTX3)', 'destaques de empresas', 'JBS (JBSS3)', 'Petrobras (PETR4)']",https://www.suno.com.br/noticias/destaques-de-empresas-petrobras-petr4-jbs-jbss3-hering-hgtx3-arezzo-arzz3/,0
Itaú Unibanco (ITUB4) vai pagar proventos no começo de março,"['Bancos', 'Dividendos', 'Empresas', 'Itaú Unibanco', 'JCP']",https://www.moneytimes.com.br/itau-unibanco-itub4-vai-pagar-proventos-veja-como-receber-o-dinheiro/,2
Petrobras (PETR4) elege novo conselho com maior participação de minoritários,"['Ações', 'Adriano Pires', 'Combustíveis', 'Empresas', 'General Silva e Luna', 'Governo Federal', 'Invasão da Ucrânia', 'Itaú BBA', 'Jair Bolsonaro', 'Ministério de Minas e Energia', 'Petrobras', 'Petróleo']",https://www.moneytimes.com.br/petrobras-petr4-elege-novo-conselho-com-maior-participacao-de-minoritarios/,0
Kroton faz parceria com Itaú para startups de educação,"['Educação', 'Empresas', 'Itaú Unibanco', 'Kroton']",https://www.moneytimes.com.br/kroton-faz-parceria-com-itau-para-startups-de-educacao/,2
"Com produção de junho, campo de Atapu vira 6º maior produtor do país","['Agência Brasil', 'Commodities', 'Empresas', 'Petrobras', 'Petróleo', 'Pré-Sal']",https://www.moneytimes.com.br/com-producao-de-junho-campo-de-atapu-vira-6o-maior-produtor-do-pais/,0
Petrobras demite gerente executivo de RH Claudio Costa,"['Empresas', 'Indústria', 'Petrobras', 'Petróleo', 'Reuters']",https://www.moneytimes.com.br/petrobras-demite-gerente-executivo-de-rh-claudio-costa/,0
Vale (VALE3): nenhuma barragem “estará em condição crítica até 2025”,['Vale (VALE3)'],https://www.suno.com.br/noticias/vale-vale3-nenhuma-barragem-estara-em-condicao-critica-ate-2025/,1
"Itaúsa: lucro líquido sobe 15,9% e alcança R$ 9,436 bilhões","['Itaú Unibanco (ITUB3/ITUB4)', 'Itaúsa (ITSA3/ITSA4)']",https://www.suno.com.br/noticias/itausa-lucro-liquido-sobe-em-2018/,2
