title,tags,link,label
Vale decide desembolsar US$ 5 bilhões de linhas de crédito rotativo por coronavírus,"['Coronavírus', 'Crédito', 'Empresas', 'Mineração', 'Reuters', 'Vale']",https://www.moneytimes.com.br/vale-decide-desembolsar-us-5-bilhoes-de-linhas-de-credito-rotativo-por-coronavirus/,2
"Gasolina sobe quase 10% nos postos na 1ª metade de março, aponta ValeCard","['Brasil', 'Combustíveis', 'Economia', 'Empresas', 'Gasolina', 'Instagram', 'Petrobras', 'Reuters']",https://www.moneytimes.com.br/gasolina-sobe-quase-10-nos-postos-na-1a-metade-de-marco-aponta-valecard/,1
Jair Bolsonaro anuncia o ministro da Defesa de seu governo,"['Jair Bolsonaro', 'Política']",https://www.sunoresearch.com.br/noticias/jair-bolsonaro-ministro-defesa/,0
Senado votará nessa quarta-feira novo marco do saneamento,"['Jair Bolsonaro', 'marco do saneamento', 'Senado']",https://www.sunoresearch.com.br/noticias/senado-votara-novo-marco-do-saneamento/,0
Ibovespa opera acima dos 97 mil pontos nesta manhã,['ibovespa'],https://www.sunoresearch.com.br/noticias/ibovespa-02012019/,0
Coinbase planeja IPO e pode valer mais do que ‘dois Itaús’ (ITUB4),"['Banco do Brasil (BBAS3)', 'Bradesco (BBDC3/BBDC4)', 'criptomoedas', 'Itaú Unibanco (ITUB3/ITUB4)', 'Santander (SANB11/SANB3/SANB4)']",https://www.suno.com.br/noticias/coinbase-criptomoedas-valer-mais-itau-itub4/,3
Índices futuros de NY operam em alta; Ásia reflete resultados do consumo,"['Índices', 'mercado futuro', 'S&P 500']",https://www.sunoresearch.com.br/noticias/indices-ny-europa-asia-25052020/,0
Laranjas no PSL: Bebianno diz que responsabilidade é do ministro do Turismo,"['eleições', 'Gustavo Bebianno', 'PSL']",https://www.sunoresearch.com.br/noticias/laranjas-no-psl-beabianno-ministro-turismo/,0
Petrobras aprova cessão de participação em campos de petróleo,"['Combustíveis', 'Economia', 'Petrobras', 'Petróleo']",https://www.moneytimes.com.br/petrobras-aprova-cessao-de-participacao-em-campos-de-petroleo/,1
Mercado começa a precificar fortalecimento de Alckmin,"['Eleições 2018', 'Geraldo Alckmin', 'Mercados', 'Petrobras', 'PSDB']",https://www.moneytimes.com.br/mercado-comeca-a-precificar-fortalecimento-de-alckmin/,1
"Petrobras perfura poço mais profundo da história do Brasil, na Bacia do ES","['Cidades', 'Combustíveis', 'Commodities', 'Empresas', 'Espírito Santo', 'Estadão Conteúdo', 'Petrobras', 'Petróleo', 'Pré-Sal']",https://www.moneytimes.com.br/petrobras-perfura-poco-mais-profundo-da-historia-do-brasil-na-bacia-do-es/,1
Magazine Luiza (MGLU3): reage à acusação de racismo por deputado,"['magalu', 'Magazine Luiza', 'MGLU3']",https://www.sunoresearch.com.br/noticias/magazine-luiza-reage-a-acusacao-de-racismo-por-deputado/,0
Minério de ferro segue com negociação paralisada por feriado do Ano Novo chinês,"['China', 'Commodities', 'Investing.com', 'Mineração', 'Minério de ferro', 'Vale']",https://www.moneytimes.com.br/minerio-de-ferro-segue-com-negociacao-paralisada-por-feriado-do-ano-novo-chines/,2
"Bolsas mundiais operam em campo misto, de olho no avanço da pandemia","['bolsas mundiais', 'coronavírus', 'Estados Unidos', 'Nasdaq', 'S&P 500', 'vacina']",https://www.sunoresearch.com.br/noticias/bolsas-mundiais-ny-europa-asia-10112020/,0
Jair Bolsonaro (PSL) vota para segundo turno das eleições,"['eleições', 'Fernando Haddad', 'Jair Bolsonaro', 'Política']",https://www.sunoresearch.com.br/noticias/jair-bolsonaro-segundo-turno/,0
"Petrobras afirma que oferta de recompra de títulos deve movimentar US$ 2,5 bilhões","['Combustíveis', 'Empresas', 'Petrobras', 'Petróleo', 'Reuters']",https://www.moneytimes.com.br/petrobras-afirma-que-oferta-de-recompra-de-titulos-deve-movimentar-us-25-bilhoes/,1
